notation,description,smiles,core_smiles,enum,pathways
S.991.1,S.592.4,*c1cccc2[nH]cc(CC(N)C(=O)O)c12,NC(Cc1c[nH]c2ccccc12)C(=O)O,"['NonRibosomalPeptide', 'TypeIPolyketide']","['MA.1010', 'MA.592']"
S.991.1,S.1146.2,*c1ccc2[nH]cc(CC(N)C(=O)O)c2c1,NC(Cc1c[nH]c2ccccc12)C(=O)O,['Bisindole'],['MA.1146']
S.991.1,S.659041.2,*c1ccc2c(CC(N)C(=O)O)c[nH]c2c1,NC(Cc1c[nH]c2ccccc12)C(=O)O,['Bisindole'],['MA.659041']
S.926.67,S.926.67,*Cl,Cl,"['Aminocoumarin', 'BetaLactam', 'Bisindole', 'Butyrolactone', 'Glycolipid', 'Indole', 'Isonitrile', 'NonRibosomalPeptide', 'Nucleoside', 'TypeIIPolyketide', 'TypeIPolyketide']","['MA.1101', 'MA.1146', 'MA.1286', 'MA.1295', 'MA.1321', 'MA.1397', 'MA.1497', 'MA.1646', 'MA.1688', 'MA.1788', 'MA.18104', 'MA.1837', 'MA.1852', 'MA.1871', 'MA.1931', 'MA.1941', 'MA.1972', 'MA.567', 'MA.607', 'MA.659040', 'MA.659041', 'MA.659053', 'MA.659123', 'MA.659143', 'MA.662', 'MA.670', 'MA.681', 'MA.790', 'MA.827', 'MA.861', 'MA.926']"
S.1852.4,S.1852.4,*c1cccc2c(CC(=O)O)c[nH]c12,O=C(O)Cc1c[nH]c2ccccc12,['Bisindole'],['MA.1852']
S.1852.8,S.1852.6,*c1cccc2c1[nH]c1c3[nH]c4c(Cl)cccc4c3c3c(c21)C(=O)NC3=O,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3c(Cl)cccc3c21,['Bisindole'],['MA.1852']
S.1852.8,S.1852.8,*c1cccc2c1[nH]c1c2c2c(c3c4cccc(Cl)c4n(*)c13)C(=O)NC2=O,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3c(Cl)cccc3c21,['Bisindole'],['MA.1852']
S.931.36,S.931.36,*C1OC(CO)C(O)C(O)C1O,OCC1OCC(O)C(O)C1O,"['Aminoglycoside', 'Bisindole', 'TypeIIPolyketide', 'TypeIPolyketide']","['MA.1583', 'MA.1646', 'MA.1722', 'MA.1852', 'MA.659040', 'MA.931']"
S.931.36,S.1852.13,*OC1C(CO)OC(*)C(O)C1O,OCC1OCC(O)C(O)C1O,['Bisindole'],['MA.1852']
S.931.36,S.1722.22,*OC1C(O)C(*)OC(CO)C1O,OCC1OCC(O)C(O)C1O,"['Aminoglycoside', 'TypeIPolyketide']","['MA.1583', 'MA.1722']"
S.931.36,S.659040.56,*OC1C(O)C(O)C(*)OC1CO,OCC1OCC(O)C(O)C1O,['Bisindole'],"['MA.1646', 'MA.659040']"
S.599.1,S.599.1,O=C(O)C(=O)CC1(C(=O)O)C=CC(O)C=C1,O=C(O)C(=O)CC1(C(=O)O)C=CC(O)C=C1,['Antimetabolite'],['MA.599']
S.599.2,S.599.2,O=C(O)C(=O)CC1=CCC(O)C=C1,O=C(O)C(=O)CC1=CCC(O)C=C1,['Antimetabolite'],['MA.599']
S.599.3,S.599.3,O=C(O)C(=O)/C=C1\C=CC(O)CC1,O=C(O)C(=O)/C=C1\C=CC(O)CC1,['Antimetabolite'],['MA.599']
S.599.4,S.599.4,O=C(O)C(=O)/C=C1\CCC(O)C2OC12,O=C(O)C(=O)/C=C1\CCC(O)C2OC12,['Antimetabolite'],['MA.599']
S.599.5,S.599.5,O=C(O)C(=O)CC1CCC(O)C2OC12,O=C(O)C(=O)CC1CCC(O)C2OC12,['Antimetabolite'],['MA.599']
S.599.6,S.599.6,NC(CC1CCC(O)C2OC12)C(=O)O,NC(CC1CCC(O)C2OC12)C(=O)O,['Antimetabolite'],['MA.599']
S.599.8,S.599.7,NC(CC1CCC(=O)C2OC12)C(=O)O,NC(CC1CCC(=O)C2OC12)C(=O)O,['Antimetabolite'],['MA.599']
S.599.8,S.599.8,*NC(CC1CCC(=O)C2OC12)C(=O)O,NC(CC1CCC(=O)C2OC12)C(=O)O,['Antimetabolite'],['MA.599']
S.918.8,S.828.9,*C(=O)C(C)N,CC(N)C=O,"['Antimetabolite', 'NonRibosomalPeptide', 'TypeIPolyketide']","['MA.1394', 'MA.1900', 'MA.599', 'MA.659081', 'MA.659082', 'MA.828']"
S.918.8,S.918.8,*NC(C)C(*)=O,CC(N)C=O,"['BetaLactam', 'NonRibosomalPeptide', 'Phosphonate', 'TypeIPolyketide']","['MA.1242', 'MA.1361', 'MA.659053', 'MA.659061', 'MA.659081', 'MA.659091_A', 'MA.659091_B', 'MA.659091_C', 'MA.659091_D', 'MA.659091_E', 'MA.860', 'MA.918']"
S.918.8,S.797.52,*C(=O)C(*)(C)N,CC(N)C=O,"['NonRibosomalPeptide', 'Nucleoside']",['MA.797']
S.659150_E.1,S.659150_E.1,CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)S,CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)S,['TypeIIPolyketide'],"['MA.659150_A', 'MA.659150_C', 'MA.659150_D', 'MA.659150_E']"
S.659150_E.2,S.659150_E.2,CC(=O)CC(=O)CC(=O)C1C(=O)CC(O)CC1(O)CC(=O)CC(=O)CC(=O)S,CC(=O)CC(=O)CC(=O)C1C(=O)CC(O)CC1(O)CC(=O)CC(=O)CC(=O)S,['TypeIIPolyketide'],"['MA.659150_A', 'MA.659150_C', 'MA.659150_D', 'MA.659150_E']"
S.659150_E.3,S.659150_E.3,CC(=O)CC(=O)CC(=O)c1c(O)cccc1CC(=O)CC(=O)CC(=O)S,CC(=O)CC(=O)CC(=O)c1c(O)cccc1CC(=O)CC(=O)CC(=O)S,['TypeIIPolyketide'],"['MA.659150_A', 'MA.659150_C', 'MA.659150_D', 'MA.659150_E']"
S.659150_E.4,S.659150_E.4,CC(=O)CC(=O)C1C(=O)c2c(O)cccc2CC1(O)CC(=O)CC(=O)S,CC(=O)CC(=O)C1C(=O)c2c(O)cccc2CC1(O)CC(=O)CC(=O)S,['TypeIIPolyketide'],"['MA.659150_A', 'MA.659150_C', 'MA.659150_D', 'MA.659150_E']"
S.659150_E.5,S.659150_E.5,CC(=O)CC(=O)c1c(CC(=O)CC(=O)S)cc2cccc(O)c2c1O,CC(=O)CC(=O)c1c(CC(=O)CC(=O)S)cc2cccc(O)c2c1O,['TypeIIPolyketide'],"['MA.659150_C', 'MA.659150_D', 'MA.659150_E']"
S.659150_E.6,S.659150_E.6,CC1(O)CC(=O)c2c(cc3cccc(O)c3c2O)C1C(=O)CC(=O)S,CC1(O)CC(=O)c2c(cc3cccc(O)c3c2O)C1C(=O)CC(=O)S,['TypeIIPolyketide'],"['MA.659150_C', 'MA.659150_D', 'MA.659150_E']"
S.659150_E.7,S.659150_E.7,CC(=O)C1c2cc3cccc(O)c3c(O)c2C(=O)CC1(C)O,CC(=O)C1c2cc3cccc(O)c3c(O)c2C(=O)CC1(C)O,['TypeIIPolyketide'],"['MA.659150_C', 'MA.659150_D', 'MA.659150_E']"
S.659150_E.8,S.659150_E.8,CC(=O)C1=C(C)CC(=O)c2c1cc1cccc(O)c1c2O,CC(=O)C1=C(C)CC(=O)c2c1cc1cccc(O)c1c2O,['TypeIIPolyketide'],"['MA.659150_C', 'MA.659150_E']"
S.659150_E.10,S.659150_E.10,CC(=O)c1c(C)cc(O)c2c1C(=O)c1cccc(O)c1C2=O,CC(=O)c1c(C)cc(O)c2c1C(=O)c1cccc(O)c1C2=O,['TypeIIPolyketide'],"['MA.659150_C', 'MA.659150_E']"
S.659109.1,S.659109.1,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,['Nucleoside'],"['MA.659107', 'MA.659108', 'MA.659109']"
S.659109.2,S.659109.2,O=C(O)C1OC(OP(=O)([O-])OP(=O)([O-])OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O,O=C(O)C1OC(OP(=O)([O-])OP(=O)([O-])OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O,"['NonRibosomalPeptide', 'Nucleoside']","['MA.659087', 'MA.659109']"
S.659109.3,S.659109.3,Nc1ncnc2c1ncn2C1OC(CC2OC(C(=O)O)C(O)C(O)C2O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CC2OC(C(=O)O)C(O)C(O)C2O)C(O)C1O,['Nucleoside'],"['MA.659108', 'MA.659109']"
S.972.5,S.972.5,*C1OC(C(=O)O)C(O)C(O)C1O,O=C(O)C1OCC(O)C(O)C1O,"['NonRibosomalPeptide', 'Nucleoside']","['MA.1425', 'MA.1796', 'MA.659087', 'MA.659108', 'MA.659109', 'MA.972']"
S.972.5,S.659109.10,*C1OC(C(=O)O)C(O)C(O)C1(*)O,O=C(O)C1OCC(O)C(O)C1O,['Nucleoside'],"['MA.659108', 'MA.659109']"
S.972.5,S.659108.21,*OC1C(O)C(C(=O)O)OC(*)C1(*)O,O=C(O)C1OCC(O)C(O)C1O,['Nucleoside'],['MA.659108']
S.972.5,S.659108.25,*OC(=O)C1OC(*)C(*)(O)C(O*)C1O,O=C(O)C1OCC(O)C(O)C1O,['Nucleoside'],['MA.659108']
S.972.5,S.659087.9,*C1OC(C(=O)O)C(O)C(*)(O)C1O,O=C(O)C1OCC(O)C(O)C1O,"['NonRibosomalPeptide', 'Nucleoside']",['MA.659087']
S.659141.17,S.659141.10,*CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,"['BetaLactam', 'Nucleoside', 'Terpene']","['MA.1931', 'MA.659108', 'MA.659109', 'MA.659141']"
S.659141.17,S.659109.11,*CC1OC(n2cnc3c(N)ncnc32)C(O)C1O*,CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,['Nucleoside'],"['MA.659108', 'MA.659109']"
S.659141.17,S.659108.24,*CC1OC(n2cnc3c(N)ncnc32)C(O*)C1O*,CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,['Nucleoside'],['MA.659108']
S.659141.17,S.659141.17,*CC1OC(n2cnc3c(N*)ncnc32)C(O)C1O,CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,"['Nucleoside', 'Terpene']",['MA.659141']
S.659109.8,S.659109.8,*C1OC(C(=O)O)C(O)C(O)C1=O,O=C1COC(C(=O)O)C(O)C1O,['Nucleoside'],"['MA.659108', 'MA.659109']"
S.681.2,S.681.2,O=C(CO)C(O)C(O)COP(=O)([O-])[O-],O=C(CO)C(O)C(O)COP(=O)([O-])[O-],['Isonitrile'],"['MA.1837', 'MA.681']"
S.681.7,S.1837.3,*/C(=C/c1c[nH]c2ccccc12)[N+]#[C-],[C-]#[N+]/C=C\c1c[nH]c2ccccc12,['Isonitrile'],['MA.1837']
S.681.7,S.681.7,[C-]#[N+]/C=C\c1c[nH]c2ccccc12,[C-]#[N+]/C=C\c1c[nH]c2ccccc12,['Isonitrile'],"['MA.1837', 'MA.670', 'MA.681']"
S.836.36,S.836.36,*C(=O)O,O=CO,"['BetaLactam', 'Bisindole', 'Isonitrile', 'Lincosamide', 'NonRibosomalPeptide', 'Nucleoside', 'TypeIIPolyketide', 'TypeIPolyketide']","['MA.1003', 'MA.1628', 'MA.1776', 'MA.1837', 'MA.1931', 'MA.1980', 'MA.567', 'MA.619', 'MA.659082', 'MA.659087', 'MA.659119', 'MA.659123', 'MA.659170', 'MA.836']"
S.659142.16,S.659142.16,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-],C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-],"['Isonitrile', 'Terpene', 'TypeIPolyketide']","['MA.1837', 'MA.659137', 'MA.659139', 'MA.659142']"
S.962.8,S.962.8,*CC=C(C)C,CC=C(C)C,"['Alkaloid', 'Aminocoumarin', 'Isonitrile', 'NonRibosomalPeptide', 'Phenazine', 'Terpene', 'TypeIPolyketide']","['MA.1010', 'MA.1196', 'MA.1207', 'MA.1295', 'MA.1447', 'MA.1537', 'MA.1837', 'MA.1924', 'MA.592', 'MA.659035', 'MA.659142', 'MA.670', 'MA.681', 'MA.915', 'MA.962']"
S.659142.20,S.659142.20,*C/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],"['Isonitrile', 'Terpene', 'TypeIPolyketide']","['MA.1837', 'MA.659137', 'MA.659142']"
S.659142.20,S.659142.15,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],"['Isonitrile', 'Terpene', 'TypeIPolyketide']","['MA.1837', 'MA.659137', 'MA.659138', 'MA.659139', 'MA.659142']"
S.659139.5,S.1837.9,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-],['Isonitrile'],['MA.1837']
S.659139.5,S.659139.5,*C/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-],['Terpene'],['MA.659139']
S.1837.10,S.1837.10,*CC(C)(C=C)C([N+]#[C-])C(*)c1c[nH]c2cccc(*)c12,[C-]#[N+]C(Cc1c[nH]c2ccccc12)C(C)(C)C=C,['Isonitrile'],['MA.1837']
S.681.15,S.681.15,*CC(*)C(*)(C)C,CCC(C)C,"['Isonitrile', 'NonRibosomalPeptide']","['MA.1837', 'MA.1924', 'MA.670', 'MA.681']"
S.681.15,S.1447.30,*C(C)C(*)(C)C,CCC(C)C,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1447']
S.681.15,S.1537.39,*C(*)CC(*)(C)C,CCC(C)C,['NonRibosomalPeptide'],['MA.1537']
S.1837.15,S.1837.12,*C1CC2C(c3c[nH]c4cccc(c34)C2(C)C)C([N+]#[C-])C1(C)C=C,[C-]#[N+]C1C2c3c[nH]c4cccc(c34)C(C)(C)C2CCC1(C)C=C,['Isonitrile'],['MA.1837']
S.1837.15,S.1837.15,*c1[nH]c2cccc3c2c1C1C(CC(*)C(C)(C=C)C1[N+]#[C-])C3(C)C,[C-]#[N+]C1C2c3c[nH]c4cccc(c34)C(C)(C)C2CCC1(C)C=C,['Isonitrile'],['MA.1837']
S.681.16,S.681.14,*C(C)(C)C=C,C=CC(C)C,"['Isonitrile', 'NonRibosomalPeptide']","['MA.1235', 'MA.1837', 'MA.1924', 'MA.681']"
S.681.16,S.670.16,*CC(*)(C)C=C,C=CC(C)C,['Isonitrile'],['MA.670']
S.681.16,S.681.16,*C(*)C(*)(C)C=C,C=CC(C)C,['Isonitrile'],"['MA.670', 'MA.681']"
S.681.16,S.1924.53,*C=CC(*)(C)C,C=CC(C)C,['NonRibosomalPeptide'],['MA.1924']
S.991.32,S.991.31,O=[PH](=O)(O)OC1OC(CO)C(O)C(O)C1O,O=[PH](=O)(O)OC1OC(CO)C(O)C(O)C1O,"['Aminocoumarin', 'Aminoglycoside', 'Bisindole', 'Butyrolactone', 'NonRibosomalPeptide', 'Nucleoside', 'TypeIIPolyketide', 'TypeIPolyketide']","['MA.1019', 'MA.1027', 'MA.1037', 'MA.1143', 'MA.1198', 'MA.1294', 'MA.1295', 'MA.1446', 'MA.1468', 'MA.1506', 'MA.1539', 'MA.1591', 'MA.1628', 'MA.1701', 'MA.1725', 'MA.1762', 'MA.1776', 'MA.1941', 'MA.1945', 'MA.578', 'MA.613', 'MA.700', 'MA.714', 'MA.797', 'MA.836', 'MA.900', 'MA.904', 'MA.931', 'MA.943', 'MA.944', 'MA.962', 'MA.991']"
S.991.32,S.991.32,*O[PH](=O)(=O)OC1OC(CO)C(O)C(O)C1O,O=[PH](=O)(O)OC1OC(CO)C(O)C(O)C1O,"['Aminocoumarin', 'Aminoglycoside', 'Bisindole', 'Butyrolactone', 'NonRibosomalPeptide', 'Nucleoside', 'TypeIIPolyketide', 'TypeIPolyketide']","['MA.1019', 'MA.1027', 'MA.1143', 'MA.1294', 'MA.1295', 'MA.1446', 'MA.1468', 'MA.1506', 'MA.1539', 'MA.1591', 'MA.1628', 'MA.1701', 'MA.1725', 'MA.1762', 'MA.1941', 'MA.578', 'MA.714', 'MA.797', 'MA.836', 'MA.900', 'MA.904', 'MA.931', 'MA.944', 'MA.962', 'MA.991']"
S.991.79,S.991.79,*[PH](=O)(=O)OCC1OC(O)C(O)C1O,O=[PH2](=O)OCC1OC(O)C(O)C1O,"['Aminoglycoside', 'Butyrolactone', 'NonRibosomalPeptide', 'TypeIIPolyketide']","['MA.1294', 'MA.1468', 'MA.1506', 'MA.1539', 'MA.1591', 'MA.1628', 'MA.1701', 'MA.1762', 'MA.1941', 'MA.578', 'MA.900', 'MA.931', 'MA.991']"
S.979.2,S.979.2,CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)S,CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)S,"['Aminocoumarin', 'TypeIIPolyketide']","['MA.1152', 'MA.1187', 'MA.1283', 'MA.1372', 'MA.1378', 'MA.1444', 'MA.1460', 'MA.1530', 'MA.1604', 'MA.1611', 'MA.1689', 'MA.1736', 'MA.1762', 'MA.1776', 'MA.531', 'MA.578', 'MA.626', 'MA.639', 'MA.659145', 'MA.659148_A', 'MA.659148_B', 'MA.659148_C', 'MA.659148_D', 'MA.659148_E', 'MA.659148_F', 'MA.659148_G', 'MA.659148_H', 'MA.659148_I', 'MA.659156_A', 'MA.659156_B', 'MA.659156_C', 'MA.659156_D', 'MA.659156_E', 'MA.659156_F', 'MA.659156_G', 'MA.659156_H', 'MA.792', 'MA.900', 'MA.926', 'MA.938', 'MA.979']"
S.659148_I.2,S.659148_I.2,CC(=O)CC(=O)CC(=O)C1C(=O)c2c(O)cccc2CC1(O)CC(=O)CC(=O)S,CC(=O)CC(=O)CC(=O)C1C(=O)c2c(O)cccc2CC1(O)CC(=O)CC(=O)S,['TypeIIPolyketide'],"['MA.578', 'MA.659148_A', 'MA.659148_B', 'MA.659148_C', 'MA.659148_D', 'MA.659148_E', 'MA.659148_F', 'MA.659148_G', 'MA.659148_H', 'MA.659148_I']"
S.991.49,S.991.49,*O[PH](=O)(=O)OC1OC(C)C(O)C(O)C1=O,CC1OC(O[PH](=O)(=O)O)C(=O)C(O)C1O,"['Butyrolactone', 'NonRibosomalPeptide', 'TypeIIPolyketide']","['MA.1294', 'MA.1468', 'MA.1506', 'MA.1539', 'MA.1628', 'MA.1701', 'MA.1762', 'MA.1941', 'MA.578', 'MA.836', 'MA.900', 'MA.931', 'MA.991']"
S.792.4,S.792.4,CC1(O)CC(=O)C2c3cc4cccc(O)c4c(O)c3C(=O)CC2(O)C1,CC1(O)CC(=O)C2c3cc4cccc(O)c4c(O)c3C(=O)CC2(O)C1,['TypeIIPolyketide'],"['MA.1187', 'MA.1444', 'MA.1530', 'MA.1611', 'MA.1628', 'MA.1689', 'MA.1736', 'MA.531', 'MA.578', 'MA.612', 'MA.659148_A', 'MA.659148_B', 'MA.659148_C', 'MA.659148_D', 'MA.659148_E', 'MA.659148_F', 'MA.659148_G', 'MA.659148_H', 'MA.659148_I', 'MA.792']"
S.792.4,S.1530.4,*C12C(=O)CC(C)(O)CC1(O)CC(=O)c1c2cc2cccc(O)c2c1O,CC1(O)CC(=O)C2c3cc4cccc(O)c4c(O)c3C(=O)CC2(O)C1,['TypeIIPolyketide'],['MA.1530']
S.944.7,S.944.7,*O[PH](=O)(=O)OC1CC(=O)C(=O)C(C)O1,CC1OC(O[PH](=O)(=O)O)CC(=O)C1=O,"['Bisindole', 'Butyrolactone', 'TypeIIPolyketide']","['MA.1027', 'MA.1294', 'MA.1506', 'MA.1628', 'MA.1701', 'MA.1725', 'MA.1762', 'MA.1941', 'MA.578', 'MA.714', 'MA.836', 'MA.904', 'MA.931', 'MA.944']"
S.612.3,S.612.3,CC1=CC(=O)C2c3cc4cccc(O)c4c(O)c3C(=O)CC2(O)C1,CC1=CC(=O)C2c3cc4cccc(O)c4c(O)c3C(=O)CC2(O)C1,['TypeIIPolyketide'],"['MA.1187', 'MA.1444', 'MA.1611', 'MA.1689', 'MA.531', 'MA.578', 'MA.612']"
S.612.3,S.1444.2,*c1c2c(c(O)c3c(O)cccc13)C(=O)CC1(O)CC(C)=CC(=O)C21,CC1=CC(=O)C2c3cc4cccc(O)c4c(O)c3C(=O)CC2(O)C1,['TypeIIPolyketide'],['MA.1444']
S.944.11,S.944.11,*O[PH](=O)(=O)OC1CC(*)C(=O)C(C)O1,CC1OC(O[PH](=O)(=O)O)CCC1=O,"['Bisindole', 'TypeIIPolyketide']","['MA.1294', 'MA.1506', 'MA.1725', 'MA.1762', 'MA.1941', 'MA.578', 'MA.714', 'MA.904', 'MA.944']"
S.944.11,S.931.20,*O[PH](=O)(=O)OC1CCC(=O)C(C)O1,CC1OC(O[PH](=O)(=O)O)CCC1=O,"['NonRibosomalPeptide', 'Nucleoside', 'TypeIIPolyketide']","['MA.1294', 'MA.1725', 'MA.797', 'MA.931']"
S.612.4,S.612.4,Cc1cc(O)c2c(c1)cc(O)c1c(O)c3c(O)cccc3c(O)c12,Cc1cc(O)c2c(c1)cc(O)c1c(O)c3c(O)cccc3c(O)c12,['TypeIIPolyketide'],"['MA.1689', 'MA.531', 'MA.578', 'MA.612']"
S.612.4,S.578.19,*c1c(O)c2c(O)c3c(O)cccc3c(O)c2c2c(O)cc(C)cc12,Cc1cc(O)c2c(c1)cc(O)c1c(O)c3c(O)cccc3c(O)c12,['TypeIIPolyketide'],['MA.578']
S.944.15,S.944.15,*O[PH](=O)(=O)OC1CC(*)C(O)C(C)O1,CC1OC(O[PH](=O)(=O)O)CCC1O,"['Bisindole', 'TypeIIPolyketide']","['MA.1294', 'MA.1725', 'MA.1762', 'MA.1941', 'MA.578', 'MA.714', 'MA.904', 'MA.944']"
S.944.15,S.931.28,*O[PH](=O)(=O)OC1CCC(O)C(C)O1,CC1OC(O[PH](=O)(=O)O)CCC1O,"['NonRibosomalPeptide', 'Nucleoside', 'TypeIIPolyketide']","['MA.1294', 'MA.797', 'MA.931']"
S.944.15,S.1941.24,*O[PH](=O)(=O)OC1CC(*)(*)C(O)C(C)O1,CC1OC(O[PH](=O)(=O)O)CCC1O,['TypeIIPolyketide'],['MA.1941']
S.578.20,S.578.20,*C1=CC(*)C(O)C(C)O1,CC1OC=CCC1O,['TypeIIPolyketide'],['MA.578']
S.578.20,S.1530.10,*C1=CCC(O)C(C)O1,CC1OC=CCC1O,['TypeIIPolyketide'],['MA.1530']
S.578.20,S.1530.27,*OC1CC=C(*)OC1C,CC1OC=CCC1O,['TypeIIPolyketide'],['MA.1530']
S.863.4,S.863.4,O=C(O)C1CCCN1,O=C(O)C1CCCN1,"['Aminocoumarin', 'BetaLactam', 'Cyclodipeptide', 'Lincosamide', 'NonRibosomalPeptide', 'TypeIPolyketide']","['MA.1109', 'MA.1295', 'MA.1446', 'MA.1514', 'MA.1537', 'MA.1718', 'MA.1859', 'MA.1980', 'MA.576', 'MA.659053', 'MA.659097', 'MA.659123', 'MA.861', 'MA.863']"
S.933.14,S.861.2,*C(=O)C1CCCN1,O=CC1CCCN1,"['Aminocoumarin', 'Cyclodipeptide', 'Lincosamide', 'NonRibosomalPeptide', 'TypeIPolyketide']","['MA.1295', 'MA.1859', 'MA.1980', 'MA.576', 'MA.659053', 'MA.659123', 'MA.861']"
S.933.14,S.794.14,*C(=O)C1CC(*)C(*)N1,O=CC1CCCN1,"['Nucleoside', 'TypeIPolyketide']","['MA.1592', 'MA.794']"
S.933.14,S.1446.37,O=CC1CCCN1,O=CC1CCCN1,['Aminocoumarin'],['MA.1446']
S.933.14,S.933.12,*C(=O)C1CCCN1*,O=CC1CCCN1,"['Lincosamide', 'NonRibosomalPeptide', 'TypeIIPolyketide', 'TypeIPolyketide']","['MA.1234', 'MA.1537', 'MA.1980', 'MA.659097', 'MA.863', 'MA.933']"
S.933.14,S.933.14,*C(=O)C1(*)CCCN1*,O=CC1CCCN1,['NonRibosomalPeptide'],['MA.933']
S.933.14,S.863.9,*N1CCCC1C=O,O=CC1CCCN1,['NonRibosomalPeptide'],['MA.863']
S.576.4,S.576.4,O=C(O)CC(=O)O,O=C(O)CC(=O)O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.576']
S.861.4,S.659123.4,*C(=O)c1ccc[nH]1,O=Cc1ccc[nH]1,"['Aminocoumarin', 'Cyclodipeptide', 'NonRibosomalPeptide', 'TypeIPolyketide']","['MA.1109', 'MA.1295', 'MA.1446', 'MA.1859', 'MA.576', 'MA.659053', 'MA.659123']"
S.861.4,S.861.4,*C(=O)c1ccc(*)[nH]1,O=Cc1ccc[nH]1,"['Aminocoumarin', 'NonRibosomalPeptide', 'Nucleoside', 'TypeIPolyketide']","['MA.1295', 'MA.1446', 'MA.1592', 'MA.659053', 'MA.794', 'MA.861']"
S.861.4,S.1446.49,O=Cc1ccc[nH]1,O=Cc1ccc[nH]1,['Aminocoumarin'],['MA.1446']
S.861.4,S.1109.15,*c1cc(*)c(C=O)[nH]1,O=Cc1ccc[nH]1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1109']
S.861.4,S.659123.60,*C(=O)c1[nH]c(*)c(*)c1*,O=Cc1ccc[nH]1,['TypeIPolyketide'],['MA.659123']
S.959.2,S.959.2,O=C(O)CC(=O)S,O=C(O)CC(=O)S,"['Alkaloid', 'NonRibosomalPeptide', 'Terpene', 'TypeIIPolyketide', 'TypeIPolyketide']","['MA.1249', 'MA.1871', 'MA.1874', 'MA.1930', 'MA.576', 'MA.634', 'MA.659035', 'MA.659138', 'MA.659143', 'MA.659144', 'MA.659170', 'MA.959']"
S.659123.11,S.576.8,*C(=O)CC(=O)c1ccc[nH]1,O=CCC(=O)c1ccc[nH]1,"['Cyclodipeptide', 'NonRibosomalPeptide', 'TypeIPolyketide']","['MA.1109', 'MA.1859', 'MA.576']"
S.659123.11,S.659123.11,*C(=O)CC(=O)c1[nH]c(*)c(*)c1*,O=CCC(=O)c1ccc[nH]1,['TypeIPolyketide'],['MA.659123']
S.576.10,S.576.10,CCCCCC=CC=O,CCCCCC=CC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.576']
S.576.12,S.576.12,*Cc1[nH]c(-c2ccc[nH]2)cc1O,Cc1[nH]c(-c2ccc[nH]2)cc1O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.576']
S.576.13,S.576.13,*C(CC=O)CCCCC,CCCCCCCC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.576']
S.576.13,S.1003.5,*C(=O)C(*)CCCCCC,CCCCCCCC=O,['BetaLactam'],['MA.1003']
S.576.17,S.576.15,O=Cc1[nH]c(-c2ccc[nH]2)cc1O,O=Cc1[nH]c(-c2ccc[nH]2)cc1O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.576']
S.576.17,S.576.17,*Oc1cc(-c2ccc[nH]2)[nH]c1C=O,O=Cc1[nH]c(-c2ccc[nH]2)cc1O,"['Cyclodipeptide', 'NonRibosomalPeptide', 'TypeIPolyketide']","['MA.1859', 'MA.576']"
S.576.16,S.576.16,CCCCCC1CCN=C1C,CCCCCC1CCN=C1C,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.576']
